PSCID,PSC_Description
M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
M1BA,OPERATION OF AIR TRAFFIC CONTROL TOWERS
M1BB,OPERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES
M1BC,OPERATION OF RADAR AND NAVIGATIONAL FACILITIES
M1BD,OPERATION OF AIRPORT RUNWAYS AND TAXIWAYS
M1BE,OPERATION OF AIRPORT TERMINALS
M1BF,OPERATION OF MISSILE SYSTEM FACILITIES
M1BG,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES
M1BZ,OPERATION OF OTHER AIRFIELD STRUCTURES
M1CA,OPERATION OF SCHOOLS
M1CZ,OPERATION OF OTHER EDUCATIONAL BUILDINGS
M1DA,OPERATION OF HOSPITALS AND INFIRMARIES
M1DB,OPERATION OF LABORATORIES AND CLINICS
M1DZ,OPERATION OF OTHER HOSPITAL BUILDINGS
M1EA,OPERATION OF AMMUNITION FACILITIES
M1EB,OPERATION OF MAINTENANCE BUILDINGS
M1EC,OPERATION OF PRODUCTION BUILDINGS
M1ED,OPERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES
M1EE,OPERATION OF TANK AUTOMOTIVE FACILITIES
M1EZ,OPERATION OF OTHER INDUSTRIAL BUILDINGS
M1FA,OPERATION OF FAMILY HOUSING FACILITIES
M1FB,OPERATION OF RECREATIONAL BUILDINGS
M1FC,OPERATION OF TROOP HOUSING FACILITIES
M1FD,OPERATION OF DINING FACILITIES
M1FE,OPERATION OF RELIGIOUS FACILITIES
M1FF,OPERATION OF PENAL FACILITIES
M1FZ,OPERATION OF OTHER RESIDENTIAL BUILDINGS
M1GA,OPERATION OF AMMUNITION STORAGE BUILDINGS
M1GB,OPERATION OF FOOD OR GRAIN STORAGE BUILDINGS
M1GC,OPERATION OF FUEL STORAGE BUILDINGS
M1GD,OPERATION OF OPEN STORAGE FACILITIES
M1GZ,OPERATION OF OTHER WAREHOUSE BUILDINGS
M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
M1HB,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
M1HC,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
M1HZ,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
M1JA,OPERATION OF MUSEUMS AND EXHIBITION BUILDINGS
M1JB,OPERATION OF TESTING AND MEASUREMENT BUILDINGS
M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS
M1KA,OPERATION OF DAMS
M1KB,OPERATION OF CANALS
M1KC,OPERATION OF MINE FIRE CONTROL FACILITIES
M1KD,OPERATION OF MINE SUBSIDENCE CONTROL FACILITIES
M1KE,OPERATION OF SURFACE MINE RECLAMATION FACILITIES
M1KF,OPERATION OF DREDGING FACILITIES
M1KZ,OPERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
M1LA,OPERATION OF AIRPORT SERVICE ROADS
M1LB,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
M1LC,OPERATION OF TUNNELS AND SUBSURFACE STRUCTURES
M1LZ,OPERATION OF PARKING FACILITIES
M1MA,OPERATION OF EPG FACILITIES - COAL
M1MB,OPERATION OF EPG FACILITIES - GAS
M1MC,OPERATION OF EPG FACILITIES - GEOTHERMAL
M1MD,OPERATION OF EPG FACILITIES - HYDRO
M1ME,OPERATION OF EPG FACILITIES - NUCLEAR
M1MF,OPERATION OF EPG FACILITIES - PETROLEUM
M1MG,OPERATION OF EPG FACILITIES - SOLAR
M1MH,OPERATION OF EPG FACILITIES - WIND
M1MZ,"OPERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
M1NA,OPERATION OF FUEL SUPPLY FACILITIES
M1NB,OPERATION OF HEATING AND COOLING PLANTS
M1NC,OPERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES
M1ND,OPERATION OF SEWAGE AND WASTE FACILITIES
M1NE,OPERATION OF WATER SUPPLY FACILITIES
M1NZ,OPERATION OF OTHER UTILITIES
M1PA,OPERATION OF RECREATION FACILITIES (NON-BUILDING)
M1PB,OPERATION OF EXHIBIT DESIGN (NON-BUILDING)
M1PC,OPERATION OF UNIMPROVED REAL PROPERTY (LAND)
M1PD,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES
M1PZ,OPERATION OF OTHER NON-BUILDING FACILITIES
M1QA,OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
M211,OPERATION OF DAMS
M212,OPERATION OF CANALS
M213,OPER OF GOVT MINE FIRE CONT
M214,OPER OF GOVT MINE SUBSIDENCE CONTR
M215,OPER OF GOVT SURFACE MINE RECLAM
M216,OPERATION OF DREDGING
M219,OPER OF GOVT OTHER CONSV STRUCTURE
M221,OPERATION OF AIRPORT SERVICE ROADS
M222,OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI
M223,OPER OF GOVT TUNNELS-SUBSURF STRUC
M224,OPER OF GOVT PARKING FACILITIES
M231,OPERATION OF EPG FACILITIES - COAL
M232,OPERATION OF EPG FACILITIES - GAS
M233,OPER OF GOVT EPG - GEOTHERMAL
M234,OPERATION OF EPG FACILITIES - HYDRO
M235,OPER OF GOVT EPG - NUCLEAR
M236,OPER OF GOVT EPG - PETROLEUM
M237,OPERATION OF EPG FACILITIES - SOLAR
M239,OPER OF GOVT EPG - OTHER
M241,OPERATION OF FUEL SUPPLY FACILITIES
M242,OPER OF GOVT HEATING & COOL PLANTS
M243,OPER OF GOVT POLLUTION ABATEMENT
M244,OPER OF GOVT SEWAGE & WASTE
M245,OPER OF GOVT WATER SUPPLY
M249,OPERATION OF OTHER UTILITIES
M291,OPER OF GOVT RECREA NON-BLDG STRUC
M292,OPER OF GOVT EXHIBIT (NON BLDG)
M293,OPER OF GOVT UNIMPROVED REAL PROP
M294,OPER OF GOVT WASTE TRMT-STORE FAC
M299,OPER OF GOVT ALL OTH NON-BLDG FACS
M300,OPER OF GOVT RESTORATION
N010,INSTALLATION OF EQUIPMENT- WEAPONS
N011,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE
N012,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT
N013,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES
N014,INSTALLATION OF EQUIPMENT- GUIDED MISSILES
N015,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
N016,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES
N017,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
N018,INSTALLATION OF EQUIPMENT- SPACE VEHICLES
N019,INSTALL OF SHIPS-SML CRAFT-DOCKS
N020,INSTALL OF SHIP & MARINE EQ
N022,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT
N023,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
N024,INSTALLATION OF EQUIPMENT- TRACTORS
N025,INSTALL OF VEHICULAR EQ
N026,INSTALL OF TIRES & TUBES
N028,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS"
N029,INSTALL OF ENGINE ACCESSORIES
N030,INSTALL OF MECH POWER TRANS EQ
N031,INSTALLATION OF EQUIPMENT- BEARINGS
N032,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT
N034,INSTALL OF METALWORK MACHINE
N035,INSTALL OF SERVICE & TRADE EQ
N036,INSTALL OF SP INDUSTRY MACHINERY
N037,INSTALL OF AGRICULTURE MACHINE
N038,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
N039,INSTALL OF MATERIALS HANDLING EQ
N040,INSTALL OF ROPE-CABLE-CHAIN
N041,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
N042,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
N043,INSTALL OF PUMPS & COMPRESSORS
N044,INSTALL OF FURNACE-NUCLEAR REAC
N045,INSTALL OF PLUMBING-HEATING EQ
N046,INSTALL OF WATER PURIFICATION EQ
N047,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
N048,INSTALLATION OF EQUIPMENT: VALVES
N049,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
N051,INSTALL OF HAND TOOLS
N052,INSTALLATION OF EQUIPMENT- MEASURING TOOLS
N053,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING
N055,INSTALL OF LUMBER & MILLWORK
N056,INSTALL OF CONTRUCT MATERIAL
N058,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
N059,INSTALL OF ELECT-ELCT EQ
N060,INSTALL OF FIBER OPTICS MATERIAL
N061,INSTALL OF POWER DISTRIBUTION EQ
N062,INSTALL OF LIGHTING FIXTURES
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
N066,INSTALL OF INSTRUMENTS & LAB EQ
N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
N068,INSTALL OF CHEMICAL PRODUCTS
N069,INSTALL OF TRAINING AIDS-DEVICES
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
N071,INSTALLATION OF EQUIPMENT- FURNITURE
N072,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
N073,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
N074,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
N075,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
N076,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS"
N077,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO
N078,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT
N079,INSTALL OF CLEANING EQ
N080,INSTALL OF BRUSHES-PAINTS-SEALER
N081,INSTALL OF CONTAINERS-PACKAGING
N083,INSTALL OF TEXTILES-LEATHER-FURS
N084,INSTALL OF CLOTHING - INDIVID EQ
N085,INSTALLATION OF EQUIPMENT- TOILETRIES
N087,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES
N088,INSTALLATION OF EQUIPMENT- LIVE ANIMALS
N089,INSTALLATION OF EQUIPMENT- SUBSISTENCE
N091,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
N093,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
N094,INSTALL OF NONMETALIC CRUDE MAT
N095,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
N096,INSTALL OF ORES & MINERALS
N099,INSTALL OF MISC EQ
P100,DISPOSAL OF SURPLUS PROPERTY
P200,SALVAGE OF AIRCRAFT
P300,SALVAGE OF MARINE VESSELS
P400,SALVAGE- DEMOLITION OF BUILDINGS
P500,DEMOLITION OF STRUCTURES/FACILITIES
P999,SALVAGE- OTHER
Q101,MEDICAL- DEPENDENT MEDICARE
Q201,GENERAL HEALTH CARE SERVICES
Q301,MEDICAL- LABORATORY TESTING
Q401,NURSING SERVICES
Q402,NURSING HOME CARE CONTRACTS
Q403,EVALUATION AND SCREENING
Q501,ANESTHESIOLOGY SERVICES
Q502,CARDIO-VASCULAR SERVICES
Q503,MEDICAL- DENTISTRY
Q504,MEDICAL- DERMATOLOGY
Q505,MEDICAL- GASTROENTEROLOGY
Q506,MEDICAL- GERIATRIC
Q507,MEDICAL- GYNECOLOGY
Q508,MEDICAL- HEMATOLOGY
Q509,INTERNAL MEDICINE SERVICES
Q510,MEDICAL- NEUROLOGY
Q511,MEDICAL- OPHTHALMOLOGY
Q512,OPTOMETRY SERVICES
Q513,ORTHOPEDIC SERVICES
Q514,MEDICAL- OTOLARYNGOLOGY
Q515,PATHOLOGY SERVICES
Q516,PEDIATRIC SERVICES
Q517,MEDICAL- PHARMACOLOGY
Q518,PHYSICAL MEDICINE & REHABILITATION
Q519,MEDICAL- PSYCHIATRY
Q520,MEDICAL- PODIATRY
Q521,MEDICAL- PULMONARY
Q522,MEDICAL- RADIOLOGY
Q523,MEDICAL- SURGERY
Q524,MEDICAL- THORACIC
Q525,UROLOGY SERVICES
Q526,MEDICAL/PSYCH CONSULTATION SVCS
Q527,NUCLEAR MEDICINE
Q601,MEDICAL CODING AND AUDITING
Q602,MEDICAL RECORDS
Q603,MEDICAL TRANSCRIPTIONS
Q701,SPECIALIZED MEDICAL SUPPORT
Q702,TECHNICAL MEDICAL SUPPORT
Q801,MEDICAL APPOINTING SERVICES
Q802,CLERICAL MEDICAL SUPPORT
Q999,OTHER MEDICAL SERVICES
R111,BLDGS & FAC / ADMIN & SVC BLDGS
R112,BLDGS & FAC / AIRFIELD & MSL FAC
R113,BLDGS & FAC / EDUCATIONAL BLDGS
R114,BLDGS & FAC / HOSPITAL BUILDINGS
R115,BLDGS & FAC / INDUSTRIAL BLDGS
R116,BLDGS & FAC  / RESIDENTIAL BLDGS
R117,BLDGS & FAC / WAREHOUSE BLDGS
R118,BLDGS & FAC / R&D FACILITIES
R119,BLDGS & FAC / OTHER BUILDINGS
R121,NON-BLDG / CONSERVATION & DEV
R122,NON-BLDG / HWYS-ROADS-BRIDGES
R123,NON-BLDG / ELECTRIC POWER GENR
R124,NON-BLDG / UTILITIES
R129,NON-BLDG / OTHER
R211,A/E - NON CONTRUCT - GENERAL
R212,A/E - DRAFTING ENGINEERING
R213,A/E - INSPECT - NON CONTRUCT
R214,A/E - MANAGEMENT ENGINEERING
R215,A/E - PRODUCTION ENGINEERING
R216,A/E - MARINE ENGINEERING
R219,OTHER ARCHITECTS & ENGIN GEN
R301,ADP FACILITY MANAGEMENT
R302,ADP SYSTEMS DEVELOP & PROGRAMMING
R303,ADP SVCS/DATA ENTRY
R304,ADP SVCS/DATA TRANSMISSION
R305,ADP TELEPROCESSING SVCS
R306,ADP SYSTEM ANALYSIS
R307,AUTOMATED INFORMATION SYSTEM SVCS
R399,OTHER ADP SVCS
R401,PERSONAL CARE SERVICES
R402,REAL ESTATE BROKERAGE SERVICES
R403,REAL ESTATE BROKERAGE SERVICES
R404,PROF SVCS/LAND SURVEYS - CADASTRAL
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT
R407,PROGRAM EVALUATION SERVICES
R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT
R409,PROGRAM REVIEW/DEVELOPMENT SERVICES
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT
R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS
R412,SUPPORT- PROFESSIONAL: SIMULATION
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT
R414,SYSTEMS ENGINEERING SERVICES
R415,PROF SVCS/TECH SHARING-UTIL
R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE
R418,LEGAL SERVICES
R419,EDUCATIONAL SERVICES
R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A)
R421,TECHNICAL ASSISTANCE
R422,MARKET RESEARCH & PUBLIC OPINION SE
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE
R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS
R425,ENGINEERING AND TECHNICAL SERVICES
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS
R427,PROF SVCS/WEATHER RPT-OBSERV
R428,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES
R497,PERSONAL SERVICES CONTRACTS
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK
R499,OTHER PROFESSIONAL SERVICES
R502,STUDY/AIR QUALITY
R503,STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL
R504,STUDY/CHEMICAL-BIOLOGICAL
R505,STUDY/COST BENEFIT
R506,STUDY/DATA - OTHER THAN SCIENTIFIC
R507,STUDY/ECONOMIC/SOCIO-ECO AND LABOR
R509,STUDY/ENDANGERED SPECIES-PLANT/ANIM
R510,STUDY/ENVIRONMENTAL ASSESSMENTS
R511,STUDY/ENVIRONMENTAL BASELINE
R512,STUDY/ENVIRONMENTAL IMPACT
R513,STUDY/FEASIBILITY - NON-CONTRUCT
R516,STUDY/FISHERIES AND ANIMAL
R517,STUDY/GEOLOGICAL
R518,STUDY/GEOPHYSICAL
R519,STUDY/GEOTECHNICAL
R520,STUDY/GRAZING-RANGE USE
R521,STUDY/HISTORICAL
R522,STUDY/LEGAL-LITIGATION
R524,STUDY/MATHEMATICAL-STATISTICAL
R525,STUDY/NATURAL RESOURCE
R526,STUDY/OCEANOLOGICAL
R527,STUDY/RECREATION
R528,STUDY/REGULATORY
R529,STUDY/SCIENTIFIC DATA
R530,STUDY/SEISMOLOGICAL
R532,STUDY/SOILS
R533,STUDY/WATER QUALITY
R534,STUDY/WILDLIFE
R537,STUDY/MEDICAL AND HEALTH
R538,STUDY/INTELLIGENCE
R539,STUDY/AERONAUTIC/SPACE
R540,STUDY/BUILDING TECHNOLOGY
R541,STUDY/DEFENSE
R542,STUDY/EDUCATIONAL
R543,STUDY/ENERGY
R544,STUDY/TECHNOLOGY
R545,STUDY/HOUSING AND COMMUNITY DEVELOP
R546,STUDY/SECURITY (PHYSICAL & PERSONAL
R547,STUDY/ACCOUNTING/FINANCIAL MGT
R548,STUDY/TRADE ISSUES
R549,STUDY/FOREIGN & NAT'L SECURITY POL
R550,STUDY/ORGANIZATION/ADMIN/PERSONNEL
R551,STUDY/MOBILIZATION/PREPAREDNESS
R552,STUDY/MANPOWER
R553,STUDY/COMMUNICATIONS
R554,STUDY/ACQUISITION POLICY/PROCEDURES
R599,OTHER SPECIAL STUDY & Analysis
R601,ADMIN SVCS/MATERIAL MANAGEMENT
R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER
R603,TRANSCRIPTION SERVICES
R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION
R605,SUPPORT- ADMINISTRATIVE: LIBRARY
R606,COURT REPORTING SERVICES
R607,WORD PROCESSING/TYPING SERVICES
R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING
R609,STENOGRAPHIC SERVICES
R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT
R611,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL
R613,POST OFFICE SERVICES
R614,PAPER SHREDDING SERVICES
R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION
R616,SUPPORT Š—– ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES
R617,SUPPORT Š—– ADMINISTRATIVE: ELECTRONIC RECORDS MANAGEMENT SERVICES
R699,OTHER ADMINISTRATIVE SUPPORT SVCS
R701,ADVERTISING SERVICES
R702,DATA COLLECTION SERVICES
R703,ACCOUNTING SERVICES
R704,SUPPORT- MANAGEMENT: AUDITING
R705,SUPPORT- MANAGEMENT: DEBT COLLECTION
R706,LOGISTICS SUPPORT SERVICES
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT
R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS
R709,ONGOING AUDIT OPERATIONS SUPPORT
R710,FINANCIAL SERVICES
R711,BANKING SERVICES
R712,SUPPORT- MANAGEMENT: COIN MINTING
R713,SUPPORT- MANAGEMENT: BANKNOTE PRINTING
R799,OTHER MANAGEMENT SUPPORT SERVICES
S111,UTILITIES- GAS
S112,UTILITIES- ELECTRIC
S113,TELEPHONE AND-OR COMMUNICATIONS SER
S114,WATER SERVICES
S119,UTILITIES- OTHER
S201,HOUSEKEEPING- CUSTODIAL JANITORIAL
S202,FIRE PROTECTION SERVICES
S203,HOUSEKEEPING- FOOD
S204,HOUSEKEEPING- FUELING AND OTHER PETROLEUM
S205,TRASH/GARBAGE COLLECTION
S206,HOUSEKEEPING- GUARD
S207,INSECT AND RODENT CONTROL SERVICES
S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING
S209,LAUNDRY AND DRYCLEANING SERVICES
S211,SURVEILLANCE SERVICES
S212,HOUSEKEEPING- SOLID FUEL HANDLING
S213,MESSENGER SVCS
S214,HOUSEKEEPING- CARPET LAYING/CLEANING
S215,WAREHOUSING AND STORAGE SERVICES
S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT
S217,INTERIOR PLANTSCAPING
S218,HOUSEKEEPING- SNOW REMOVAL/SALT
S219,ASBESTOS REMOVAL
S220,TRAVEL AGENT SERVICES
S221,HAZARDOUS WASTE REMOVAL
S222,WASTE TREATMENT AND STORAGE
S299,HOUSEKEEPING- OTHER
T001,ARTS/GRAPHICS SERVICES
T002,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY
T003,CATALOGING SERVICES
T004,CHARTING SERVICES
T005,PHOTO/MAP/PRINT/PUBLICATION- FILM PROCESSING
T006,PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION
T007,PHOTO/MAP/PRINT/PUBLICATION- MICROFORM
T008,PHOTOGRAMMETRY SERVICES
T009,AERIAL PHOTOGRAPHIC SERVICES
T010,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL
T011,PRINT/BINDING SERVICES
T012,REPRODUCTION SERVICES
T013,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING
T014,TOPOGRAPHY SERVICES
T015,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION
T016,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL
T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER
U001,LECTURES FOR TRAINING
U002,PERSONNEL TESTING
U003,RESERVE TRAINING (MILITARY)
U004,SCIENTIFIC AND MANAGEMENT EDUCATION
U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES
U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL
U007,FACULTY SALARIES DEPENDENT SCHOOLS
U008,TRAINING/CURRICULUM DEVELOPMENT
U009,EDUCATION/TRAINING- GENERAL
U010,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS
U011,EDUCATION/TRAINING- AIDS/HIV
U012,INFORMATION TRAINING
U013,EDUCATION/TRAINING- COMBAT
U014,EDUCATION/TRAINING- SECURITY
U099,OTHER ED & TRNG SVCS
V001,GBL & GTR PROCUREMENTS
V002,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: MOTOR POOL OPERATIONS
V003,PACKING/CRATING SERVICES
V111,AIR FREIGHT
V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT
V113,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL FREIGHT
V114,STEVEDORING
V115,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL FREIGHT
V119,OTHER CARGO AND FREIGHT SERVICES
V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER
V122,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER
V123,RAIL CHARTER FOR THINGS
V124,MARINE CHARTER FOR THINGS
V125,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL TOWING
V126,SPACE TRANSP & LAUNCH
V127,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SECURITY VEHICLE
V129,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER
V211,AIR PASSENGER SERVICE
V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER
V213,RAIL PASSENGER SERVICE
V214,MARINE PASSENGER SERVICE
V221,PASSENGER AIR CHARTER SERVICE
V222,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MOTOR CHARTER
V223,PASSENGER RAIL CHARTER SERVICE
V224,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MARINE CHARTER
V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE
V226,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: TAXICAB
V227,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: NAVIGATIONAL AID AND PILOTAGE
V228,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PORT OPERATIONS
V229,TRANSPORT/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUIT: PURCH OF TRANSIT/PUBLIC TRANSPORT FARE MEDIA
V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL"
V241,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MILITARY PERSONNEL RECRUITMENT
V251,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: CIVILIAN PERSONNEL RECRUITMENT
V301,RELOCATION SERVICES
V302,TRAVEL AGENT SERVICES
V999,OTHER TRAVEL SVCS
W010,LEASE OR RENTAL OF EQUIPMENT- WEAPONS
W011,LEASE-RENT OF NUCLEAR ORDNANCE
W012,LEASE OR RENTAL OF EQUIPMENT- FIRE CONTROL EQUIPMENT
W013,LEASE-RENT OF AMMO & EXPLOSIVES
W014,LEASE-RENT OF GUIDED MISSILES
W015,LEASE-RENT OF AIRCRAFT
W016,LEASE-RENT OF AIRCRAFT COMPONENTS
W017,"LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
W018,LEASE-RENT OF SPACE VEHICLES
W019,LEASE-RENT OF SHIPS-SML CRAFT-DOCKS
W020,LEASE-RENT OF SHIP & MARINE EQ
W022,LEASE OR RENTAL OF EQUIPMENT- RAILWAY EQUIPMENT
